Address,20001,List Price,Close Price,Subsidy,BRs,Bas,1/2 Bas,Close Date
1923 TREMONT ST SE,20020,"$325,000","$300,000","$4,000",4,1,1,9/29/2017
1404 42ND PL SE,20020,"$389,000","$400,000","$4,981",4,2,0,9/21/2017
1401 RIDGE PL SE,20020,"$499,950","$501,000",$0,3,2,1,9/15/2017
2333 16TH ST SE #304,20020,"$189,500","$193,500",$0,2,1,0,9/15/2017
1902 TREMONT ST SE,20020,"$299,900","$300,000","$7,000",3,1,1,9/29/2017
2228 R ST SE,20020,"$499,000","$490,000","$10,000",4,3,0,9/18/2017
2011 16TH ST SE,20020,"$399,900","$435,000",$0,6,4,0,9/15/2017
1726 MINNESOTA AVE SE,20020,"$295,000","$310,000",$0,3,2,0,9/28/2017
1917 T ST SE,20020,"$265,000","$265,000",$0,2,1,1,9/20/2017
3100 24TH ST SE,20020,"$274,000","$281,500",$0,3,1,1,9/29/2017
1731 S ST SE,20020,"$450,000","$511,000",$0,3,3,1,9/20/2017
2115 SUITLAND TER SE #102,20020,"$135,900","$130,000",$0,2,1,0,9/29/2017
2311 ALTAMONT PL SE #1,20020,"$70,000","$65,000",$0,1,1,0,9/20/2017
2012 RIDGE PL SE,20020,"$298,000","$325,000",$0,3,1,1,9/29/2017
1736 S ST SE,20020,"$350,000","$330,000",$0,4,4,0,9/13/2017
,,,,,,,,
530 N SW #S310,20024,"$189,900","$210,000",$0,0,1,0,9/1/2017
520 N ST SW #S227,20024,"$180,000","$175,000",$0,0,1,0,9/1/2017
520 N ST SW #S-112,20024,"$242,900","$242,900","$2,250",0,1,0,9/15/2017
520 N ST SW #S 230,20024,"$299,999","$295,000","$2,000",1,1,0,9/22/2017
1252 6TH ST SW #NA,20024,"$2,500,000","$2,400,000",$0,5,2,1,9/28/2017
525 WATER ST SW #411,20024,"$419,900","$419,900",$0,1,1,0,9/22/2017
1425 4TH ST SW #A414,20024,"$315,000","$336,000",$0,1,1,0,9/5/2017
1435 4TH ST SW #B515,20024,"$240,000","$240,000",$0,1,1,0,9/7/2017
431 N ST SW,20024,"$925,000","$865,000","$4,500",2,2,1,9/5/2017
560 N ST SW #N409,20024,"$349,000","$346,000","$10,000",1,1,0,9/29/2017
800 4TH ST SW #N-703,20024,"$274,900","$271,500",$0,0,1,0,9/20/2017
1250 4TH ST SW #W203,20024,"$349,900","$339,000",$0,1,1,0,9/29/2017
1250 4TH ST SW #W810,20024,"$299,000","$305,165","$9,155",1,1,0,9/7/2017
609 7TH ST SW,20024,"$859,000","$859,000",$0,2,2,1,9/28/2017
700 7TH ST SW #533,20024,"$400,000","$399,999",$0,2,1,0,9/8/2017
,,,,,,,,
135 DANBURY ST SW,20032,"$300,000","$280,000",$0,3,3,1,9/28/2017
823 YUMA ST SE,20032,"$320,000","$315,000",$0,3,2,0,9/13/2017
742 BRANDYWINE ST SE #301,20032,"$75,000","$70,000",$0,2,1,0,9/14/2017
4252 MARTIN LUTHER KING JR AVE SW,20032,"$305,000","$301,500","$5,402",2,2,1,9/29/2017
3219 5TH ST SE,20032,"$299,999","$306,000",$0,3,1,1,9/15/2017
1803 VALLEY TER SE,20032,"$285,000","$290,000","$14,965",3,2,1,9/19/2017
1204 BARNABY TER SE,20032,"$294,999","$294,999","$8,847",3,2,1,9/28/2017
734 MISSISSIPPI AVE SE,20032,"$395,000","$395,000","$1,300",4,3,0,9/1/2017
3303 7TH ST SE,20032,"$474,000","$474,000","$9,480",4,3,1,9/22/2017
509 OAKWOOD ST SE,20032,"$192,100","$176,000",$0,4,2,0,9/21/2017
791 BARNABY ST SE,20032,"$349,990","$349,990","$1,400",3,2,1,9/8/2017
450 CONDON TER SE #208,20032,"$97,500","$86,500",$0,2,1,0,9/20/2017
162 JOLIET ST SW,20032,"$190,000","$210,000",$0,5,2,0,9/22/2017
,,,,,,,,
1325 18TH ST NW #805,20036,"$399,900","$380,000",$0,1,1,0,9/8/2017
1260 21ST ST NW #215,20036,"$265,000","$260,000",$0,0,1,0,9/25/2017
1260 21ST ST NW #906,20036,"$295,000","$292,000",$0,1,1,0,9/22/2017
1401 17TH ST NW #310,20036,"$425,000","$425,000",$0,1,1,0,9/29/2017
1301 20TH ST NW #517,20036,"$274,900","$282,000",$0,0,1,0,9/12/2017
1718 P ST NW #L1,20036,"$269,555","$270,000",$0,0,1,0,9/22/2017
1526 17TH ST NW #101,20036,"$379,000","$379,000",$0,1,1,0,9/29/2017
1330 NEW HAMPSHIRE AVE NW #521,20036,"$295,000","$274,000",$0,0,1,0,9/29/2017
1301 20TH ST NW #213,20036,"$368,500","$368,500",$0,1,1,0,9/18/2017
1718 P ST NW #704,20036,"$424,900","$415,000",$0,1,1,0,9/29/2017
1727 MASSACHUSETTS AVE NW #518,20036,"$230,555","$221,000",$0,1,1,0,9/15/2017
,,,,,,,,
955 26TH ST NW #P33,20037,"$45,000","$40,000",$0,0,1,0,9/11/2017
2475 VIRGINIA AVENUE NW #713,20037,"$259,000","$256,000","$5,000",1,1,0,9/30/2017
1111 25TH ST NW #304,20037,"$530,000","$521,500",$0,1,1,0,9/28/2017
700 NEW HAMPSHIRE AVE NW #307,20037,"$849,000","$825,000",$0,2,2,0,9/25/2017
2201 L ST NW #117,20037,"$299,900","$295,000",$0,0,1,0,9/29/2017
730 24TH ST NW #416,20037,"$235,000","$230,000",$0,0,1,0,9/29/2017
1099 22ND ST NW #403,20037,"$699,000","$699,000",$0,2,2,1,9/29/2017
2141 I ST NW #407,20037,"$199,000","$195,000",$0,0,1,0,9/9/2017
922 24TH ST NW #121,20037,"$325,000","$331,000",$0,1,1,0,9/29/2017
4539 43RD PL NW,20016,"$1,399,000","$1,372,000",$0,5,3,0,8/14/2017
4916 44TH ST NW,20016,"$799,000","$800,000",$0,4,2,0,8/24/2017
3811 NEWARK ST NW #F438,20016,"$339,900","$342,000","$6,700",1,1,0,8/11/2017
4551 GRANT RD NW,20016,"$899,000","$950,000",$250,3,2,1,8/17/2017
3217 WISCONSIN AVE NW #7D,20016,"$229,995","$227,500",$250,0,1,0,8/25/2017
3611 39TH ST NW #E329,20016,"$479,000","$480,000",$0,2,1,0,8/16/2017
3881 NEWARK ST NW #C477,20016,"$357,500","$365,000","$1,000",1,1,0,8/18/2017
4816 ALTON PL NW,20016,"$925,000","$925,000",$0,4,2,0,8/23/2017
5321 MACOMB ST NW,20016,"$907,000","$907,000",$0,3,2,0,8/21/2017
3760 39TH ST NW #F144,20016,"$525,000","$525,000",$0,3,1,0,8/21/2017
4201 CATHEDRAL AVE NW #607W,20016,"$255,000","$255,000",$0,1,1,0,8/25/2017
4315 MASSACHUSETTS AVE NW,20016,"$549,000","$549,000",$0,2,2,1,8/28/2017
3540 39TH ST NW #B644,20016,"$545,000","$550,000",$0,2,2,0,8/31/2017
4101 CATHEDRAL AVE NW #517,20016,"$579,000","$579,000",$0,2,2,0,8/3/2017
4617 43RD ST NW,20016,"$749,900","$829,177",$0,3,1,1,8/29/2017
4101 CATHEDRAL AVE NW #511/512,20016,"$600,000","$600,000",$0,2,2,1,8/3/2017
,,,,,,,,
1615 WEBSTER ST NE,20017,"$530,000","$520,000","$3,500",3,2,0,8/4/2017
2917 7TH ST NE,20017,"$549,901","$525,000","$15,750",3,2,1,8/18/2017
1267 DELAFIELD PL NE,20017,"$399,500","$399,500","$11,985",3,1,1,8/21/2017
711 JACKSON ST NE #2,20017,"$525,000","$525,000","$12,000",2,2,0,8/15/2017
4722 6TH PL NE,20017,"$459,000","$440,000",$0,3,2,1,8/4/2017
633 FRANKLIN ST NE,20017,"$705,000","$705,000","$2,500",3,3,1,8/10/2017
4914 12TH ST NE,20017,"$400,000","$370,000",$0,3,1,1,8/9/2017
801 DELAFIELD ST NE,20017,"$415,000","$420,000","$2,148",3,2,2,8/25/2017
4000 8TH ST NE #1,20017,"$424,555","$437,270",$500,2,2,0,8/23/2017
1520 GALLATIN PL NE,20017,"$524,900","$520,000","$9,325",3,2,2,8/15/2017
573 REGENT PL NE,20017,"$825,000","$800,000",$0,3,3,1,8/18/2017
615 GALLATIN ST NE,20017,"$350,000","$325,000",$0,2,1,1,8/31/2017
1348 NEWTON ST NE,20017,"$675,000","$732,500",$0,3,2,0,8/22/2017
563 REGENT PL NE,20017,"$769,000","$764,000",$0,3,3,1,8/17/2017
706 DECATUR PL NE,20017,"$615,000","$625,000",$100,3,3,1,8/4/2017
1352 KEARNY ST NE,20017,"$639,000","$675,000",$0,3,1,1,8/4/2017
904 JACKSON ST NE,20017,"$599,000","$616,000",$0,3,2,0,8/11/2017
5049 10TH ST NE,20017,"$449,000","$498,500",$0,3,1,1,8/10/2017
1244 JACKSON ST NE,20017,"$674,900","$725,000",$0,3,2,1,8/10/2017
641 GIRARD ST NE,20017,"$509,900","$515,000",$0,3,1,0,8/2/2017
620 FARADAY PL NE,20017,"$449,900","$449,900",$0,3,2,0,8/16/2017
1045 MICHIGAN AVE NE #1045,20017,"$425,000","$426,500","$10,000",3,2,1,8/31/2017
1227 FRANKLIN ST NE,20017,"$699,999","$752,000",$0,3,2,1,8/25/2017
1425 OTIS ST NE,20017,"$549,000","$600,000",$0,4,2,0,8/17/2017
,,,,,,,,
2202 LAWRENCE ST NE,20018,"$515,000","$485,500",$0,4,2,1,8/8/2017
2930 MILLS AVE NE,20018,"$899,000","$870,000",$0,6,5,1,8/11/2017
1343 BRYANT ST NE #1,20018,"$295,000","$292,000","$17,520",2,1,0,8/31/2017
1866 BRYANT ST NE,20018,"$284,900","$300,000","$9,000",4,2,1,8/18/2017
3123 NEWTON ST NE,20018,"$459,000","$447,000","$9,500",4,3,1,8/18/2017
3338 BANNEKER DR NE #3338,20018,"$315,000","$315,000",$0,3,2,1,8/25/2017
2628 22ND ST NE,20018,"$489,800","$470,000",$0,3,2,0,8/18/2017
2907 MILLS AVE NE,20018,"$684,900","$695,000","$10,000",4,3,1,8/17/2017
1722 DOUGLAS ST NE,20018,"$619,000","$632,000","$18,000",3,3,0,8/18/2017
2622 10TH ST NE,20018,"$599,000","$599,000",$0,3,1,1,8/2/2017
1304 ADAMS ST NE #2,20018,"$199,900","$199,900",$0,2,1,0,8/15/2017
1337 ADAMS ST NE #3,20018,"$275,000","$275,000",$0,2,1,0,8/8/2017
3722 24TH ST NE,20018,"$734,900","$729,000",$0,4,3,1,8/9/2017
2302 MONROE ST NE,20018,"$849,999","$905,000",$0,5,4,0,8/22/2017
1817 KEARNY ST NE,20018,"$688,500","$700,000",$0,4,2,1,8/31/2017
3011 20TH ST NE,20018,"$599,999","$550,000",$0,3,2,0,8/31/2017
3708 HANSBERRY CT NE,20018,"$550,000","$543,000",$0,3,3,1,8/25/2017
2842 30TH ST NE,20018,"$399,000","$399,000",$0,3,1,0,8/26/2017
2472 BALDWIN CRES NE,20018,"$607,500","$607,500",$650,4,2,1,8/4/2017
3050 VISTA ST NE,20018,"$419,000","$419,000",$0,3,2,0,8/28/2017
,,,,,,,,
4332 GORMAN TER SE,20019,"$299,000","$309,000",$0,2,1,0,8/15/2017
1310 EASTERN AVE NE,20019,"$315,000","$315,000","$6,300",3,2,0,8/15/2017
450 EASTERN AVE NE,20019,"$250,000","$250,000",$0,3,2,1,8/15/2017
434 EASTERN AVE NE,20019,"$239,900","$245,000","$2,000",3,2,1,8/30/2017
5245 KARL PL NE,20019,"$370,000","$360,000","$9,862",4,4,0,8/23/2017
121 47TH ST SE,20019,"$285,000","$288,500","$8,500",2,1,0,8/11/2017
4525 EDSON PL NE,20019,"$104,900","$125,000",$0,3,1,0,8/14/2017
50085010 JAY ST NE,20019,"$330,000","$330,000",$0,3,2,0,8/28/2017
2930 M PL SE,20019,"$450,000","$410,000",$0,3,2,0,8/11/2017
857 52ND ST NE,20019,"$154,900","$152,000","$4,560",2,1,0,8/25/2017
4941 BLAINE ST NE,20019,"$225,000","$191,000",$0,3,2,0,8/2/2017
115 47TH ST NE,20019,"$450,000","$435,000","$10,000",3,3,1,8/18/2017
5217 D ST SE,20019,"$424,900","$425,000","$10,000",4,3,1,8/23/2017
1243 CHAPLIN ST SE,20019,"$435,000","$432,000",$0,4,2,0,8/10/2017
836 49TH ST NE,20019,"$375,000","$365,000","$1,000",4,3,0,8/31/2017
3121 LYNDALE PL SE,20019,"$294,900","$277,000",$0,2,1,1,8/1/2017
5322 JAMES PL NE,20019,"$365,000","$355,000",$0,4,3,1,8/25/2017
5133 SHERIFF RD NE,20019,"$249,900","$260,000",$0,2,1,0,8/30/2017
5527 CENTRAL AVE SE,20019,"$289,000","$287,000",$0,2,2,0,8/31/2017
4807 FITCH PL NE,20019,"$419,000","$419,000","$6,500",4,3,1,8/15/2017
4382 DUBOIS PL SE,20019,"$260,000","$297,000",$0,3,2,0,8/15/2017
4510 EDSON PL NE,20019,"$121,794","$186,309",$0,2,1,0,8/14/2017
53 46TH ST NE,20019,"$315,000","$365,000","$10,875",3,2,0,8/4/2017
1113 47TH PL NE,20019,"$315,000","$316,000",$0,2,2,1,8/21/2017
1236 45TH PL SE,20019,"$425,000","$416,500","$16,000",3,2,1,8/11/2017
4219 MEADE ST NE,20019,"$250,000","$255,000",$3,3,1,1,8/28/2017
4208 HILDRETH ST SE,20019,"$335,000","$335,000","$9,750",3,2,0,8/24/2017
4112 GAULT PL NE,20019,"$399,000","$387,500",$0,4,2,1,8/17/2017
238 57TH PL NE,20019,"$225,000","$250,000",$0,4,3,1,8/18/2017
4707 BASS PL SE,20019,"$310,000","$310,000",$0,3,1,1,8/8/2017
1107 44TH PL SE,20019,"$475,000","$439,000","$4,390",3,3,0,8/30/2017
5056 B ST SE,20019,"$285,500","$290,000","$5,000",2,1,0,8/21/2017
1031 46TH ST NE,20019,"$384,999","$384,999",$0,3,2,1,8/23/2017
5224 BASS PL SE,20019,"$399,000","$394,000",$0,4,3,1,8/14/2017
71 55TH ST SE,20019,"$400,000","$400,000","$10,000",3,2,0,8/25/2017
3349 BLAINE ST NE,20019,"$385,000","$385,000","$5,000",2,2,1,8/16/2017
836 51ST ST NE,20019,"$270,000","$247,000","$5,000",2,1,0,8/31/2017
825 50TH PL NE,20019,"$319,900","$317,000",$0,3,2,1,8/25/2017
5349 AMES ST NE,20019,"$349,900","$349,900","$3,499",3,2,1,8/21/2017
710 32ND ST SE,20019,"$287,000","$290,000",$0,2,1,0,8/25/2017
913 45TH PL NE,20019,"$379,900","$399,999",$450,3,2,0,8/11/2017
4359 C ST SE,20019,"$285,000","$295,000","$6,000",2,2,0,8/22/2017
4001 ANACOSTIA AVE NE,20019,"$499,000","$505,200",$0,4,2,1,8/22/2017
5053 SHERIFF RD NE,20019,"$299,900","$310,000","$6,500",3,1,1,8/31/2017
6126 BANKS PL NE,20019,"$320,000","$330,000",$0,2,2,0,8/31/2017
,,,,,,,,
1613 25TH ST SE,20020,"$349,900","$330,000",$0,3,2,1,8/11/2017
2311 ALTAMONT PL SE #3,20020,"$85,000","$77,500",$0,2,1,0,8/25/2017
2021 SAVANNAH PL SE,20020,"$206,000","$206,000",$0,2,1,0,8/4/2017
2316 GREEN ST SE,20020,"$162,000","$158,000",$0,3,1,1,8/25/2017
3011 PARK DR SE,20020,"$399,000","$452,000",$701,5,3,2,8/5/2017
1654 40TH ST SE,20020,"$248,575","$250,000","$7,050",3,1,0,8/24/2017
2029 38TH ST SE #A,20020,"$105,000","$120,000",$0,2,1,0,8/31/2017
2605 DOUGLASS RD SE #302,20020,"$224,900","$162,225",$0,2,2,0,8/2/2017
2850 HARTFORD ST SE #202,20020,"$86,900","$90,000",$0,2,1,0,8/30/2017
3861 PENNSYLVANIA AVE SE #B,20020,"$174,999","$170,000",$0,2,1,1,8/15/2017
2520 18TH ST SE,20020,"$494,555","$490,000",$0,4,3,1,8/11/2017
1336 RIDGE PL SE,20020,"$399,999","$399,999",$500,2,2,0,8/18/2017
4255 FORT DUPONT TER SE,20020,"$285,000","$265,000",$0,3,1,0,8/17/2017
1962 NAYLOR RD SE #16,20020,"$183,000","$183,000","$5,000",2,1,0,8/4/2017
1667 FORT DAVIS PL SE,20020,"$269,500","$269,950",$0,3,2,0,8/3/2017
2133 32ND ST SE,20020,"$515,000","$545,000","$10,900",4,2,1,8/15/2017
2116 SUITLAND TER SE #201,20020,"$76,000","$74,000",$0,1,1,0,8/14/2017
3206 15TH PL SE,20020,"$349,999","$349,999","$9,750",4,2,1,8/25/2017
1335 T ST SE,20020,"$350,000","$270,000",$0,4,1,1,8/21/2017
1519 41ST ST SE,20020,"$375,000","$362,000",$0,3,2,0,8/29/2017
2007 32ND ST SE,20020,"$575,000","$575,000",$0,4,2,1,8/22/2017
1816 MINNESOTA AVE SE,20020,"$329,877","$300,000",$0,2,1,1,8/29/2017
3167 WESTOVER DR SE,20020,"$515,000","$550,000",$0,3,2,1,8/28/2017
2000 TRENTON PL SE,20020,"$310,000","$310,000",$0,3,2,1,8/11/2017
2304 SOUTHERN AVE SE,20020,"$339,000","$310,000",$0,3,2,0,8/31/2017
2211 RETTA GILLIAM CT SE,20020,"$499,900","$515,000","$15,000",4,3,1,8/4/2017
3008 ALABAMA AVE SE,20020,"$499,900","$510,000","$15,300",4,3,0,8/18/2017
1337 MAPLE VIEW PL SE,20020,"$549,900","$555,000",$0,3,2,1,8/7/2017
2241 PROUT ST SE,20020,"$324,900","$329,500","$9,885",2,1,1,8/9/2017
2901 BRANCH AVE SE,20020,"$750,000","$750,000",$0,5,3,2,8/31/2017
1328 TALBERT TER SE,20020,"$359,000","$335,000","$1,000",2,2,0,8/24/2017
2500 34TH ST SE,20020,"$700,000","$700,000",$0,5,2,1,8/11/2017
2009 37TH ST SE #301,20020,"$209,900","$213,000","$6,390",3,2,0,8/17/2017
2206 IRVING ST SE,20020,"$210,000","$210,000","$1,000",2,1,1,8/29/2017
3206 NASH PL SE,20020,"$515,000","$515,000",$0,6,4,0,8/31/2017
3072 30TH ST SE #302,20020,"$26,900","$30,750",$0,2,1,0,8/29/2017
3834 CARPENTER ST SE,20020,"$470,000","$479,400",$0,3,2,1,8/31/2017
,,,,,,,,
525 WATER ST SW #330,20024,"$389,900","$392,900",$0,1,1,0,8/25/2017
1245 4TH ST SW #E-400,20024,"$299,900","$299,900","$3,000",1,1,0,8/29/2017
525 WATER ST SW #311,20024,"$409,900","$409,900","$5,000",1,1,0,8/28/2017
1301 DELAWARE AVE SW #N516,20024,"$215,000","$205,000",$0,1,1,0,8/11/2017
350 G ST SW #N-403,20024,"$260,000","$260,000","$4,504",0,1,0,8/31/2017
240 M ST SW #E100,20024,"$360,000","$370,500",$0,2,1,1,8/29/2017
1311 DELAWARE AVE SW #S526,20024,"$319,900","$305,000","$5,000",2,2,0,8/16/2017
300 M ST SW #N303,20024,"$229,000","$224,900",$0,0,1,0,8/31/2017
300 M ST SW #N102,20024,"$224,900","$220,000",$300,0,1,0,8/4/2017
1311 DELAWARE AVE SW #S-748,20024,"$149,900","$149,900",$0,0,1,0,8/31/2017
490 M ST SW #W-702,20024,"$334,900","$350,000",$0,1,1,0,8/15/2017
800 4TH ST SW #N618,20024,"$339,000","$349,000",$0,1,1,0,8/25/2017
703 3RD ST SW #602,20024,"$649,900","$675,500",$0,3,2,0,8/17/2017
520 N STREET SW #S313,20024,"$245,000","$250,777",$0,1,1,0,8/16/2017
355 I ST SW #214,20024,"$385,000","$380,000","$6,000",1,1,0,8/30/2017
800 4TH ST SW #N815,20024,"$479,900","$479,900","$10,000",1,1,1,8/31/2017
430 M ST SW ##N-210,20024,"$195,000","$195,000",$0,0,1,0,8/18/2017
,,,,,,,,
5 BRANDYWINE ST SE #B-35,20032,"$40,000","$37,800",$0,2,1,0,8/8/2017
5 BRANDYWINE ST SE #B-33,20032,"$40,000","$40,000",$0,2,1,0,8/2/2017
3868 9TH ST SE #101,20032,"$80,000","$73,000",$0,2,1,0,8/23/2017
721 BRANDYWINE ST SE #102,20032,"$103,000","$100,000",$0,1,1,0,8/18/2017
4290 SOUTH CAPITOL ST SW,20032,"$370,000","$377,000","$6,000",4,3,1,8/14/2017
1935 VALLEY TER SE,20032,"$336,000","$333,000","$10,000",3,2,1,8/18/2017
3647 HORNER PL SE,20032,"$299,900","$299,900","$5,980",3,2,0,8/3/2017
3922 1ST ST SW,20032,"$199,000","$232,500",$0,5,2,0,8/9/2017
1954 VALLEY TER SE,20032,"$299,000","$311,000","$11,000",3,3,0,8/25/2017
702 CHESAPEAKE ST SE,20032,"$345,000","$345,000","$5,000",3,2,1,8/22/2017
1105 VARNEY ST SE,20032,"$345,000","$348,000",$0,3,2,2,8/31/2017
4308 9TH ST SE,20032,"$150,000","$205,322",$0,3,2,0,8/8/2017
437 VALLEY AVE SE,20032,"$349,950","$340,000",$0,3,2,0,8/1/2017
2915 8TH ST SE #5201,20032,"$97,000","$138,000","$4,140",1,1,0,8/16/2017
626 CHESAPEAKE ST SE,20032,"$349,900","$345,000","$69,000",3,2,0,8/18/2017
3219 12TH PL SE,20032,"$279,000","$255,000","$8,375",3,2,0,8/30/2017
4314 MARTIN LUTHER KING JR AVE SW,20032,"$200,000","$201,000",$0,3,1,1,8/4/2017
3872 9TH ST SE #302,20032,"$64,900","$64,900",$0,1,1,0,8/28/2017
718 ALABAMA AVE SE,20032,"$219,900","$261,000",$0,3,1,0,8/31/2017
3872 9TH ST SE #102,20032,"$65,000","$65,000",$0,1,1,0,8/30/2017
,,,,,,,,
1711 MASSACHUSETTS AVE NW #108,20036,"$375,000","$360,000","$2,000",1,1,0,8/1/2017
1514 21ST ST NW #3,20036,"$539,000","$515,200","$1,375",1,1,0,8/23/2017
1 SCOTT CIR NW #514,20036,"$209,900","$202,500",$500,0,1,0,8/29/2017
1737 P ST NW #101,20036,"$274,900","$270,000","$8,000",1,1,0,8/31/2017
1316 NEW HAMPSHIRE AVE NW #706,20036,"$294,900","$294,900",$0,0,1,0,8/18/2017
1526 17TH ST NW #411,20036,"$589,900","$603,000",$0,2,2,0,8/11/2017
1 SCOTT CIR NW #206,20036,"$259,000","$256,000",$0,1,1,0,8/21/2017
1718 P ST NW #202,20036,"$429,000","$415,000",$0,1,1,0,8/17/2017
1301 20TH ST NW #801,20036,"$259,500","$255,000",$600,0,1,0,8/18/2017
1316 NEW HAMPSHIRE AVE NW #305,20036,"$369,900","$369,900","$5,555",1,1,0,8/25/2017
1514 17TH ST NW #506,20036,"$415,000","$415,000",$0,1,1,0,8/1/2017
1401 17TH ST NW #208,20036,"$390,000","$399,999",$0,1,1,0,8/7/2017
1 SCOTT CIR NW #2,20036,"$269,900","$275,000",$0,1,1,0,8/4/2017
1260 21ST ST NW #103,20036,"$299,900","$301,000",$500,1,1,0,8/14/2017
1545 18TH ST NW #506,20036,"$380,000","$399,999",$0,1,1,0,8/18/2017
1830 JEFFERSON PL NW #7,20036,"$649,900","$675,000",$0,1,2,0,8/18/2017
,,,,,,,,
940 25TH ST NW #607-S,20037,"$215,000","$207,000",$0,0,1,0,8/28/2017
2700 VIRGINIA AVE NW #1004,20037,"$499,000","$475,000",$0,1,1,1,8/31/2017
700 NEW HAMPSHIRE AVE NW #1016,20037,"$649,000","$620,000",$0,2,2,0,8/11/2017
1155 23RD ST NW #N6C,20037,"$1,439,000","$1,360,000",$0,2,2,1,8/14/2017
2510 VIRGINIA AVE NW #2E-N,20037,"$799,000","$775,000",$0,2,2,1,8/21/2017
1155 23RD ST NW #7C,20037,"$1,599,000","$1,510,000",$0,2,2,1,8/22/2017
2500 VIRGINIA AVE NW #1005-S,20037,"$695,000","$695,000",$0,2,2,0,8/31/2017
2475 VIRGINIA AVE NW #404,20037,"$539,000","$535,001","$1,250",2,2,0,8/16/2017
950 25TH ST NW #227-N,20037,"$275,000","$255,000",$0,1,1,0,8/21/2017
2700 VIRGINIA AVE NW #408,20037,"$499,000","$483,000",$0,1,1,0,8/9/2017
730 24TH ST NW #211,20037,"$284,000","$285,000",$0,1,1,0,8/1/2017
1230 23RD ST NW #603,20037,"$425,000","$422,500",$0,1,1,0,8/4/2017
2501 PENNSYLVANIA AVE NW #3B,20037,"$1,900,000","$1,835,000",$0,2,2,1,8/31/2017
2401 H ST NW #507,20037,"$305,000","$295,000",$0,1,1,0,8/1/2017
2475 VIRGINIA AVE NW #707,20037,"$325,000","$317,000","$6,400",1,1,0,8/28/2017
1155 23RD ST NW #3-M,20037,"$859,900","$810,000",$0,1,2,0,8/14/2017
955 26TH ST NW #408,20037,"$499,500","$480,000",$0,1,1,0,8/30/2017
2500 VIRGINIA AVE NW #1116-S,20037,"$900,000","$955,000",$0,2,2,0,8/24/2017
2555 PENNSYLVANIA AVE NW #411,20037,"$649,000","$649,000",$0,1,1,1,8/9/2017
2401 H ST NW #202,20037,"$309,900","$301,000",$0,1,1,0,8/25/2017
950 25TH ST NW #401-N,20037,"$168,000","$160,000",$0,0,1,0,8/16/2017
2425 L ST NW #421,20037,"$628,000","$621,500",$0,1,1,0,8/16/2017
950 25TH ST NW #304-S,20037,"$200,000","$193,000",$0,0,1,0,8/11/2017
2201 L ST NW #619,20037,"$295,000","$288,000",$0,0,1,0,8/30/2017
950 25TH ST NW #502-N,20037,"$245,000","$245,000",$0,1,1,0,8/24/2017
